,index,sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_name,league_name,club_position,club_jersey_number,club_contract_valid_until,nationality_name,preferred_foot,skill_moves,international_reputation,work_rate,body_type,real_face,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,st,cf,cam,cm,cdm,cb,gk,player_face_url,club_logo_url,club_flag_url,nation_flag_url,lb_rb,lm_rm,lw_rw,wing_back
1769,4730,198554,https://sofifa.com/player/198554/anthony-ujah/220002,A. Ujah,Anthony Ujah,ST,70,70,1600000.0,18000.0,30,1990-10-14,180,81,1. FC Union Berlin,German 1. Bundesliga,RES,11.0,2022.0,Nigeria,Right,3,2,Medium/Medium,Normal (170-185),No,64.0,70.0,54.0,68.0,33.0,67.0,48,70,79,60,59,69,54,43,53,65,65,64,66,70,66,81,92,54,75,63,58,38,69,52,67,71,20,29,23,10,11,15,15,7,,70,67,65,60,50,50,19,https://cdn.sofifa.net/players/198/554/22_120.png,https://cdn.sofifa.net/teams/1831/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/ng.png,48,64,64,50
1770,4737,198836,https://sofifa.com/player/198836/vincent-pajot/220002,V. Pajot,Vincent Pajot,"CM, CDM",70,70,1500000.0,11000.0,30,1990-08-19,180,70,FC Metz,French Ligue 1,SUB,14.0,2022.0,France,Right,2,1,Medium/Medium,Lean (170-185),No,53.0,58.0,70.0,69.0,70.0,69.0,65,52,71,75,47,69,56,54,71,70,63,45,66,71,69,64,82,67,65,66,80,69,65,72,59,70,69,71,70,9,11,16,16,11,,66,66,70,70,70,70,20,https://cdn.sofifa.net/players/198/836/22_120.png,https://cdn.sofifa.net/teams/68/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png,70,69,66,70
1771,4746,199700,https://sofifa.com/player/199700/aridai-cabrera-suarez/220002,Aridai,Aridai Cabrera Suárez,"RM, RW",70,70,1300000.0,1000.0,32,1988-09-26,168,73,Odisha FC,Indian Super League,ST,7.0,2022.0,Spain,Right,3,1,Medium/Medium,Normal (170-),No,80.0,69.0,59.0,77.0,26.0,59.0,60,70,58,63,58,78,46,51,54,72,80,80,93,69,94,75,84,60,60,64,50,25,73,58,57,61,30,13,18,11,9,9,12,8,,70,70,70,62,48,42,18,https://cdn.sofifa.net/players/199/700/22_120.png,https://cdn.sofifa.net/teams/113257/60.png,https://cdn.sofifa.net/flags/in.png,https://cdn.sofifa.net/flags/es.png,48,70,70,52
1772,4783,203344,https://sofifa.com/player/203344/thiago-galhardo-nascimento/220002,Thiago Galhardo,Thiago Galhardo do Nascimento Rocha,"ST, CAM",70,70,1300000.0,14000.0,31,1989-07-20,183,75,RC Celta de Vigo,Spain Primera Division,SUB,7.0,2022.0,Brazil,Right,4,1,Medium/Medium,Lean (170-185),No,64.0,74.0,47.0,67.0,24.0,52.0,35,79,74,62,64,73,40,39,33,67,65,64,53,69,60,70,62,56,58,72,29,10,65,47,64,50,21,22,19,5,8,6,7,11,,70,67,65,56,41,39,16,https://cdn.sofifa.net/players/203/344/22_120.png,https://cdn.sofifa.net/teams/450/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/br.png,43,63,64,45
1773,4802,205086,https://sofifa.com/player/205086/philipp-klement/220002,P. Klement,Phillipp Klement,"CAM, CM",70,70,1600000.0,15000.0,28,1992-09-09,175,72,VfB Stuttgart,German 1. Bundesliga,SUB,21.0,2023.0,Germany,Left,3,1,Medium/Medium,Normal (170-185),No,57.0,66.0,75.0,73.0,40.0,53.0,76,62,49,73,58,73,79,79,75,72,65,51,79,67,81,73,68,66,45,69,53,56,67,75,65,65,37,30,34,16,14,14,10,10,,66,68,70,70,59,49,21,https://cdn.sofifa.net/players/205/086/22_120.png,https://cdn.sofifa.net/teams/36/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png,56,70,69,60
1774,4809,206042,https://sofifa.com/player/206042/jacopo-dezi/220002,J. Dezi,Jacopo Dezi,"CM, CAM",70,70,1600000.0,12000.0,29,1992-02-10,178,68,Venezia FC,Italian Serie A,SUB,6.0,2022.0,Italy,Right,3,1,High/Medium,Normal (170-185),No,76.0,66.0,66.0,70.0,62.0,67.0,54,69,52,71,53,69,55,58,70,72,77,75,74,64,73,69,77,93,53,62,66,62,69,69,52,70,62,65,60,10,13,7,14,7,,69,69,70,70,69,64,19,https://cdn.sofifa.net/players/206/042/22_120.png,https://cdn.sofifa.net/teams/205/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/it.png,69,70,69,70
1775,4810,206141,https://sofifa.com/player/206141/kalifa-coulibaly/220002,K. Coulibaly,Kalifa Coulibaly,ST,70,70,1600000.0,16000.0,29,1991-08-21,197,87,FC Nantes,French Ligue 1,SUB,7.0,2022.0,Mali,Right,2,1,Medium/High,Lean (185+),No,70.0,70.0,60.0,62.0,26.0,76.0,62,69,70,68,68,66,46,39,50,68,60,79,36,69,33,74,40,65,88,67,68,22,70,61,69,69,18,24,23,10,11,9,13,12,,70,68,67,62,50,47,20,https://cdn.sofifa.net/players/206/141/22_120.png,https://cdn.sofifa.net/teams/71/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/ml.png,49,68,66,52
1776,4824,208862,https://sofifa.com/player/208862/jimmy-giraudon/220002,J. Giraudon,Jimmy Giraudon,CB,70,70,1300000.0,10000.0,29,1992-01-16,184,66,ESTAC Troyes,French Ligue 1,CB,8.0,2024.0,France,Right,2,1,Medium/Medium,Lean (170-185),No,53.0,36.0,58.0,58.0,71.0,72.0,49,29,72,71,34,54,46,33,69,65,62,45,59,62,42,54,73,76,70,34,72,65,39,45,40,61,72,74,70,8,8,9,7,10,,54,52,56,63,70,70,16,https://cdn.sofifa.net/players/208/862/22_120.png,https://cdn.sofifa.net/teams/294/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png,68,58,52,67
1777,4832,209818,https://sofifa.com/player/209818/joshua-brenet/220002,J. Brenet,Joshua Brenet,"LB, RB, RWB",70,70,1500000.0,16000.0,27,1994-03-20,181,74,TSG Hoffenheim,German 1. Bundesliga,RES,2.0,2022.0,Netherlands,Right,3,1,High/Medium,Lean (170-185),No,79.0,36.0,61.0,69.0,67.0,66.0,67,36,65,68,35,71,30,31,61,67,82,77,69,65,69,30,59,64,66,31,70,67,58,56,56,62,65,70,69,16,11,13,10,9,,58,60,64,64,68,69,19,https://cdn.sofifa.net/players/209/818/22_120.png,https://cdn.sofifa.net/teams/10029/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/nl.png,70,67,63,70
1778,4833,209840,https://sofifa.com/player/209840/julian-jeanvier/220002,J. Jeanvier,Julian Jeanvier,CB,70,70,1400000.0,23000.0,28,1993-03-31,185,84,Brentford,English Premier League,RES,23.0,2022.0,Guinea,Right,2,1,Medium/Medium,Stocky (185+),No,68.0,35.0,49.0,54.0,69.0,73.0,39,30,70,62,30,45,44,39,52,58,64,72,66,69,64,46,72,64,77,31,75,69,45,37,42,59,63,73,71,16,8,15,9,9,,54,51,53,56,66,70,19,https://cdn.sofifa.net/players/209/840/22_120.png,https://cdn.sofifa.net/teams/1925/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gn.png,67,54,51,64
1779,4840,210880,https://sofifa.com/player/210880/riccardo-fiamozzi/220002,R. Fiamozzi,Riccardo Fiamozzi,RB,70,70,1400000.0,3000.0,28,1993-05-18,178,76,Empoli,Italian Serie A,SUB,20.0,2022.0,Italy,Right,3,1,High/Medium,Normal (170-185),No,84.0,49.0,62.0,65.0,63.0,77.0,66,49,42,68,33,63,52,41,68,63,80,87,80,67,72,51,83,89,76,47,62,55,62,51,47,59,72,65,66,14,15,12,7,15,,61,62,65,66,68,67,21,https://cdn.sofifa.net/players/210/880/22_120.png,https://cdn.sofifa.net/teams/1746/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/it.png,70,69,64,70
1780,4847,211231,https://sofifa.com/player/211231/ramon-azeez/220002,R. Azeez,Ramon Olamilekan Azeez,"CDM, CM, CAM",70,70,1400000.0,12000.0,28,1992-12-12,169,67,Granada CF,Spain Primera Division,SUB,12.0,2022.0,Nigeria,Right,2,1,Medium/High,Normal (170-),No,65.0,59.0,63.0,67.0,66.0,76.0,56,51,53,68,50,66,53,46,67,67,65,65,69,67,78,73,90,92,68,64,72,68,63,66,58,64,68,67,66,8,7,14,10,11,,64,64,67,70,70,69,18,https://cdn.sofifa.net/players/211/231/22_120.png,https://cdn.sofifa.net/teams/110832/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/ng.png,69,68,64,70
1781,4848,211239,https://sofifa.com/player/211239/corentin-jean/220002,C. Jean,Corentin Jean,"ST, RM",70,72,2000000.0,16000.0,25,1995-07-15,170,70,Racing Club de Lens,French Ligue 1,SUB,25.0,2023.0,France,Right,3,1,Medium/Medium,Stocky (170-),No,78.0,70.0,69.0,74.0,31.0,58.0,73,69,63,70,69,71,68,59,64,73,80,77,88,71,86,72,33,62,61,69,52,32,73,68,64,69,33,22,21,12,7,14,10,15,,72,72,72,67,53,45,20,https://cdn.sofifa.net/players/211/239/22_120.png,https://cdn.sofifa.net/teams/64/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png,53,72,72,56
1782,4852,211504,https://sofifa.com/player/211504/lewis-baker/220002,L. Baker,Lewis Baker,"CDM, CAM, CM",70,74,2000000.0,41000.0,26,1995-04-25,182,72,Chelsea,English Premier League,RES,52.0,2022.0,England,Right,3,1,Medium/Medium,Normal (170-185),No,67.0,67.0,71.0,71.0,64.0,70.0,70,62,58,72,71,70,74,73,71,73,67,67,72,68,71,76,62,76,68,69,69,65,63,70,74,69,66,66,59,8,15,12,8,6,,69,68,71,72,71,67,18,https://cdn.sofifa.net/players/211/504/22_120.png,https://cdn.sofifa.net/teams/5/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-eng.png,69,71,69,70
1783,4899,214944,https://sofifa.com/player/214944/gerard-gumbau-garriga/220002,Gumbau,Gerard Gumbau Garriga,"CDM, CM",70,75,2100000.0,10000.0,26,1994-12-18,187,77,Elche CF,Spain Primera Division,RES,15.0,2023.0,Spain,Left,2,1,Medium/Medium,Lean (185+),Yes,37.0,64.0,68.0,64.0,68.0,63.0,48,60,68,77,46,64,64,62,75,74,33,40,54,63,32,72,37,53,72,73,60,70,55,67,50,61,61,72,70,10,14,14,12,9,,65,63,67,71,71,69,19,https://cdn.sofifa.net/players/214/944/22_120.png,https://cdn.sofifa.net/teams/468/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png,64,63,60,64
1784,4922,216730,https://sofifa.com/player/216730/stian-rode-gregersen/220002,S. Gregersen,Stian Rode Gregersen,CB,70,75,2100000.0,13000.0,26,1995-05-17,191,83,FC Girondins de Bordeaux,French Ligue 1,RCB,2.0,2025.0,Norway,Right,2,1,Medium/High,Normal (185+),No,75.0,44.0,46.0,45.0,67.0,82.0,35,38,66,53,41,39,48,38,46,54,69,80,33,64,46,51,83,72,87,50,82,68,44,46,45,58,66,69,67,8,10,10,7,12,,56,51,52,55,65,72,17,https://cdn.sofifa.net/players/216/730/22_120.png,https://cdn.sofifa.net/teams/59/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/no.png,66,53,49,63
1785,4942,219852,https://sofifa.com/player/219852/alex-ferrari/220002,A. Ferrari,Alex Ferrari,"CB, RB",70,73,1800000.0,10000.0,27,1994-07-01,191,80,U.C. Sampdoria,Italian Serie A,SUB,25.0,2025.0,Italy,Right,2,1,Low/High,Lean (185+),No,66.0,32.0,51.0,63.0,72.0,70.0,58,12,70,58,49,60,50,30,56,65,64,67,63,70,67,59,68,75,67,48,74,72,32,32,27,68,72,73,72,9,11,12,12,6,,52,51,53,58,68,72,18,https://cdn.sofifa.net/players/219/852/22_120.png,https://cdn.sofifa.net/teams/1837/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/it.png,71,57,52,69
1786,4960,222160,https://sofifa.com/player/222160/youssouf-kone/220002,Y. Koné,Youssouf Koné,LB,70,73,1900000.0,25000.0,25,1995-07-05,174,71,ESTAC Troyes,French Ligue 1,SUB,3.0,2022.0,Mali,Left,3,1,High/Medium,Normal (170-185),No,77.0,46.0,63.0,71.0,67.0,70.0,71,42,57,67,37,71,65,42,53,70,76,77,73,64,80,56,70,64,71,46,76,70,60,59,46,69,65,68,69,14,14,10,14,9,,62,63,65,65,68,70,20,https://cdn.sofifa.net/players/222/160/22_120.png,https://cdn.sofifa.net/teams/294/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/ml.png,70,68,65,71
1787,4965,222634,https://sofifa.com/player/222634/isaac-success/220002,I. Success,Isaac Ajayi Success,"ST, RM, LM",70,75,2400000.0,10000.0,25,1996-01-07,182,90,Udinese Calcio,Italian Serie A,RES,14.0,2024.0,Nigeria,Right,3,1,Medium/Medium,Normal (170-185),Yes,72.0,68.0,64.0,73.0,35.0,62.0,73,67,64,67,57,76,56,54,55,75,69,74,67,65,64,80,78,46,75,58,45,22,70,62,68,63,41,33,24,8,15,14,8,10,,72,70,70,63,51,49,18,https://cdn.sofifa.net/players/222/634/22_120.png,https://cdn.sofifa.net/teams/55/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/ng.png,51,71,70,54
1788,4975,223618,https://sofifa.com/player/223618/hugo-boumous/220002,H. Boumous,Hugo Adnan Boumous,CAM,70,73,2100000.0,2000.0,25,1995-07-24,173,72,ATK Mohun Bagan FC,Indian Super League,CAM,10.0,2026.0,Morocco,Right,4,1,High/Low,Normal (170-185),No,79.0,64.0,67.0,75.0,40.0,68.0,67,68,58,69,57,74,68,67,64,73,75,83,91,65,79,63,70,73,62,58,77,47,68,67,65,67,31,39,38,13,9,11,13,15,,69,70,72,68,59,54,20,https://cdn.sofifa.net/players/223/618/22_120.png,https://cdn.sofifa.net/teams/113146/60.png,https://cdn.sofifa.net/flags/in.png,https://cdn.sofifa.net/flags/ma.png,59,73,71,61
1789,4980,223790,https://sofifa.com/player/223790/sheraldo-becker/220002,S. Becker,Sheraldo Becker,RW,70,71,1900000.0,18000.0,26,1995-02-09,180,75,1. FC Union Berlin,German 1. Bundesliga,RES,27.0,2023.0,Suriname,Right,3,1,Medium/Low,Normal (170-185),No,90.0,67.0,62.0,71.0,31.0,67.0,70,66,54,63,59,72,64,49,58,69,91,90,75,63,74,75,70,71,70,65,52,33,65,57,66,62,21,32,33,6,14,15,16,13,,70,69,69,63,52,47,20,https://cdn.sofifa.net/players/223/790/22_120.png,https://cdn.sofifa.net/teams/1831/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/sr.png,55,71,70,58
1790,5004,225117,https://sofifa.com/player/225117/nicolas-haas/220002,N. Haas,Nicolas Thibault Haas,"CM, CDM",70,73,2100000.0,22000.0,25,1996-01-23,181,74,Empoli,Italian Serie A,RCM,32.0,2022.0,Switzerland,Right,3,1,Medium/Medium,Lean (170-185),No,77.0,58.0,70.0,72.0,62.0,67.0,64,52,59,75,50,69,60,57,72,71,75,79,84,69,82,67,67,76,62,64,66,61,59,72,55,66,64,61,61,10,15,7,6,9,,66,67,71,72,70,66,18,https://cdn.sofifa.net/players/225/117/22_120.png,https://cdn.sofifa.net/teams/1746/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/ch.png,69,71,68,70
1791,5013,225673,https://sofifa.com/player/225673/kasim-adams-nuhu/220002,K. Adams Nuhu,Kasim Adams Nuhu,CB,70,73,1800000.0,16000.0,26,1995-06-22,190,83,TSG Hoffenheim,German 1. Bundesliga,SUB,15.0,2023.0,Ghana,Right,2,1,High/Medium,Normal (185+),No,64.0,42.0,54.0,56.0,67.0,81.0,42,36,70,66,59,53,45,31,66,59,62,65,62,63,41,67,83,66,90,29,76,65,32,46,49,70,62,73,67,10,10,16,7,12,,57,52,55,59,68,72,18,https://cdn.sofifa.net/players/225/673/22_120.png,https://cdn.sofifa.net/teams/10029/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/gh.png,65,56,51,64
1792,5017,225908,https://sofifa.com/player/225908/reece-oxford/220002,R. Oxford,Reece Oxford,"CB, CDM, RB",70,77,3000000.0,11000.0,22,1998-12-16,193,86,FC Augsburg,German 1. Bundesliga,SUB,36.0,2023.0,England,Right,2,1,Medium/Medium,Lean (185+),Yes,67.0,33.0,53.0,56.0,71.0,72.0,34,22,68,66,36,52,44,36,57,58,66,67,62,73,53,49,67,65,75,37,72,68,34,53,48,59,72,74,65,10,11,7,9,14,,52,52,56,60,69,72,20,https://cdn.sofifa.net/players/225/908/22_120.png,https://cdn.sofifa.net/teams/100409/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/gb-eng.png,67,56,51,65
1793,5020,226050,https://sofifa.com/player/226050/cedric-teuchert/220002,C. Teuchert,Cedric Teuchert,"ST, RW",70,73,2200000.0,15000.0,24,1997-01-14,182,80,1. FC Union Berlin,German 1. Bundesliga,SUB,36.0,2023.0,Germany,Right,3,1,Medium/Medium,Normal (170-185),No,76.0,68.0,58.0,74.0,35.0,64.0,62,72,65,65,61,77,57,37,55,71,77,76,78,65,75,68,66,68,66,62,51,40,71,49,64,62,35,27,20,8,13,16,11,8,,72,69,69,63,52,48,18,https://cdn.sofifa.net/players/226/050/22_120.png,https://cdn.sofifa.net/teams/1831/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png,53,70,70,56
1794,5029,227106,https://sofifa.com/player/227106/diego-gonzalez-polanco/220002,Diego González,Diego González Polanco,"CB, LB",70,75,2100000.0,10000.0,26,1995-01-28,185,83,Elche CF,Spain Primera Division,SUB,4.0,2022.0,Spain,Left,2,1,Medium/Medium,Normal (185+),Yes,68.0,32.0,59.0,60.0,71.0,74.0,71,25,68,63,33,59,59,34,65,60,69,68,69,66,37,42,74,68,77,34,75,73,45,42,42,67,73,68,69,7,7,8,8,12,,54,53,56,60,69,72,17,https://cdn.sofifa.net/players/227/106/22_120.png,https://cdn.sofifa.net/teams/468/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png,70,61,56,70
1795,5036,228080,https://sofifa.com/player/228080/felix-passlack/220002,F. Passlack,Felix Passlack,"RM, RB",70,75,2400000.0,22000.0,23,1998-05-29,170,74,Borussia Dortmund,German 1. Bundesliga,SUB,30.0,2023.0,Germany,Right,3,1,High/High,Normal (170-),Yes,71.0,60.0,67.0,71.0,65.0,75.0,69,58,44,72,53,70,69,63,63,71,74,68,75,69,88,70,74,78,71,55,83,62,63,62,66,64,68,70,72,10,11,10,16,9,,66,66,69,69,71,69,20,https://cdn.sofifa.net/players/228/080/22_120.png,https://cdn.sofifa.net/teams/22/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png,71,71,68,72
1796,5039,228326,https://sofifa.com/player/228326/brian-olivan-herrero/220002,Brian Oliván,Brian Oliván Herrero,LB,70,71,1700000.0,13000.0,27,1994-04-01,177,73,RCD Mallorca,Spain Primera Division,LB,3.0,2022.0,Spain,Left,3,1,High/Medium,Lean (170-185),No,73.0,56.0,59.0,68.0,65.0,76.0,67,55,59,62,51,68,71,41,59,69,70,75,67,67,67,63,61,92,68,48,80,69,65,49,62,61,65,64,62,13,15,13,8,12,,65,63,64,65,69,68,20,https://cdn.sofifa.net/players/228/326/22_120.png,https://cdn.sofifa.net/teams/453/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png,70,68,64,71
1797,5051,229236,https://sofifa.com/player/229236/matthieu-udol/220002,M. Udol,Matthieu Udol,"LB, LWB, CB",70,74,2100000.0,9000.0,25,1996-03-20,178,68,FC Metz,French Ligue 1,LCB,3.0,2024.0,France,Left,2,1,High/Medium,Normal (170-185),No,69.0,42.0,62.0,69.0,69.0,69.0,66,42,71,68,35,68,47,50,61,70,70,69,71,66,74,44,67,65,68,36,78,67,54,53,45,65,68,71,71,13,12,12,8,13,,60,60,63,65,69,72,20,https://cdn.sofifa.net/players/229/236/22_120.png,https://cdn.sofifa.net/teams/68/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png,70,66,62,70
1798,5055,229487,https://sofifa.com/player/229487/lukas-klunter/220002,L. Klünter,Lukas Klünter,"CB, RB",70,74,2000000.0,19000.0,25,1996-05-26,184,76,Hertha BSC,German 1. Bundesliga,SUB,13.0,2022.0,Germany,Right,3,1,Medium/Medium,Normal (170-185),Yes,86.0,44.0,60.0,67.0,71.0,68.0,65,49,70,67,25,66,38,29,63,68,83,89,71,67,65,52,64,73,68,25,62,70,48,52,49,63,70,73,71,10,5,12,14,6,,62,61,63,64,70,72,17,https://cdn.sofifa.net/players/229/487/22_120.png,https://cdn.sofifa.net/teams/166/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png,74,68,63,73
1799,5056,229584,https://sofifa.com/player/229584/pascal-stenzel/220002,P. Stenzel,Pascal Stenzel,"CB, RB",70,73,1900000.0,13000.0,25,1996-03-20,183,74,VfB Stuttgart,German 1. Bundesliga,SUB,15.0,2024.0,Germany,Right,3,1,Medium/Medium,Lean (170-185),No,61.0,59.0,65.0,65.0,72.0,68.0,64,55,63,74,39,64,62,35,69,67,55,65,64,70,65,75,66,76,62,61,72,73,52,57,49,67,72,75,73,13,11,10,11,8,,64,63,66,69,73,72,19,https://cdn.sofifa.net/players/229/584/22_120.png,https://cdn.sofifa.net/teams/36/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png,72,66,63,72
1800,5062,230144,https://sofifa.com/player/230144/assane-diousse/220002,A. Dioussé,Assane Dioussé El Hadji,"CM, CDM",70,76,2500000.0,15000.0,23,1997-09-20,175,68,AS Saint-Étienne,French Ligue 1,SUB,25.0,2022.0,Senegal,Left,3,1,Medium/High,Normal (170-185),No,64.0,46.0,67.0,73.0,67.0,63.0,50,34,60,75,36,73,63,45,72,74,67,62,76,69,74,62,67,71,57,55,68,68,50,72,56,62,65,70,68,9,11,12,11,8,,60,63,69,72,72,69,18,https://cdn.sofifa.net/players/230/144/22_120.png,https://cdn.sofifa.net/teams/1819/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/sn.png,69,67,63,69
1801,5096,230686,https://sofifa.com/player/230686/jean-victor-makengo/220002,J. Makengo,Jean-Victor Makengo,CM,70,78,3500000.0,9000.0,23,1998-06-12,177,75,Udinese Calcio,Italian Serie A,SUB,6.0,2025.0,France,Left,3,1,Medium/Medium,Normal (170-185),No,65.0,66.0,70.0,71.0,68.0,65.0,69,62,69,76,69,73,66,61,70,73,67,64,63,62,68,75,59,67,64,69,65,61,64,66,59,68,65,74,72,8,9,9,8,9,,70,68,71,72,71,70,16,https://cdn.sofifa.net/players/230/686/22_120.png,https://cdn.sofifa.net/teams/55/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/fr.png,70,71,68,71
1802,5100,231098,https://sofifa.com/player/231098/charles-traore/220002,C. Traoré,Charles Traoré,LB,70,70,1400000.0,13000.0,29,1992-01-01,180,74,FC Nantes,French Ligue 1,SUB,14.0,2023.0,Mali,Left,2,1,Medium/Medium,Lean (170-185),No,70.0,33.0,54.0,64.0,69.0,77.0,60,24,63,58,29,64,37,40,57,66,68,72,67,57,62,45,84,85,74,37,74,69,51,48,45,51,70,69,69,13,9,11,12,7,,54,54,58,61,68,70,17,https://cdn.sofifa.net/players/231/098/22_120.png,https://cdn.sofifa.net/teams/71/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/ml.png,70,62,57,69
1803,5106,231848,https://sofifa.com/player/231848/quentin-boisgard/220002,Q. Boisgard,Quentin Boisgard,"CM, LM, RM",70,76,2500000.0,9000.0,24,1997-03-17,174,75,FC Lorient,French Ligue 1,SUB,11.0,2023.0,France,Right,3,1,Medium/Medium,Normal (170-185),No,60.0,63.0,72.0,71.0,55.0,68.0,68,63,48,76,60,74,64,69,73,71,63,58,63,63,73,61,57,72,70,61,62,52,68,71,70,65,53,62,53,13,5,8,9,7,,66,67,71,72,67,61,16,https://cdn.sofifa.net/players/231/848/22_120.png,https://cdn.sofifa.net/teams/217/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png,63,71,68,65
1804,5108,231949,https://sofifa.com/player/231949/saman-ghoddos/220002,S. Ghoddos,Saman Ghoddos,"CAM, CM, LW",70,70,1700000.0,24000.0,27,1993-09-06,177,79,Brentford,English Premier League,SUB,14.0,2023.0,Iran,Right,4,1,Medium/Low,Normal (170-185),Yes,60.0,72.0,69.0,71.0,49.0,65.0,67,70,64,72,68,69,65,78,64,73,61,60,68,68,78,78,58,62,67,73,63,46,68,70,62,69,51,46,44,10,11,6,13,9,,70,70,70,69,62,58,19,https://cdn.sofifa.net/players/231/949/22_120.png,https://cdn.sofifa.net/teams/1925/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/ir.png,59,70,69,61
1805,5127,233097,https://sofifa.com/player/233097/rick-van-drongelen/220002,R. van Drongelen,Rick van Drongelen,CB,70,77,3000000.0,13000.0,22,1998-12-20,185,81,1. FC Union Berlin,German 1. Bundesliga,SUB,4.0,2024.0,Netherlands,Left,2,1,Low/Medium,Normal (185+),Yes,60.0,25.0,56.0,53.0,69.0,73.0,46,20,73,63,35,47,44,50,63,58,59,61,55,57,59,28,77,55,79,24,78,66,22,55,48,56,68,71,70,14,14,8,7,11,,46,45,52,57,67,72,18,https://cdn.sofifa.net/players/233/097/22_120.png,https://cdn.sofifa.net/teams/1831/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/nl.png,65,53,47,62
1806,5140,233705,https://sofifa.com/player/233705/jacob-sorensen/220002,J. Sørensen,Jakob Lungi Sørensen,"LB, CM, CDM",70,76,2400000.0,15000.0,23,1998-03-03,184,77,Norwich City,English Premier League,SUB,19.0,2024.0,Denmark,Right,3,1,High/High,Lean (170-185),No,67.0,55.0,61.0,66.0,68.0,76.0,56,55,63,66,64,63,63,42,62,68,66,67,73,68,66,57,69,83,75,50,70,67,63,61,42,66,69,69,67,14,9,14,11,6,,65,63,66,67,70,70,19,https://cdn.sofifa.net/players/233/705/22_120.png,https://cdn.sofifa.net/teams/1792/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/dk.png,70,66,63,69
