,sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_contract_valid_until,nationality_name,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_flag_url
4501,244269,https://sofifa.com/player/244269/filip-benkovic/220002,F. Benković,Filip Benković,CB,71,77,2700000.0,38000.0,23,1997-07-13,194,91,95.0,Leicester City,English Premier League,1.0,RES,15.0,2023.0,Croatia,Right,3,2,1,Medium/Medium,Normal (185+),No,63.0,44.0,55.0,56.0,70.0,80.0,33,38,72,65,19,52,44,54,65,60,60,65,53,64,42,74,66,66,90,38,74,71,37,54,42,74,70,70,70,15,8,6,10,8,,56+2,56+2,56+2,52,54,54,54,52,55+2,55+2,55+2,54+2,59+2,59+2,59+2,54+2,62+2,68+2,68+2,68+2,62+2,64+2,71+2,71+2,71+2,64+2,16+2,https://cdn.sofifa.net/players/244/269/22_120.png,https://cdn.sofifa.net/teams/95/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/hr.png
4504,244349,https://sofifa.com/player/244349/johan-vasquez/220002,J. Vásquez,Johan Felipe Vásquez Ibarra,"CB, LB",71,82,3900000.0,7000.0,22,1998-10-22,185,72,110556.0,Genoa,Italian Serie A,1.0,SUB,15.0,2022.0,Mexico,Left,2,2,1,Medium/High,Lean (185+),No,66.0,32.0,57.0,56.0,73.0,72.0,62,30,73,62,28,50,40,40,60,60,63,68,51,67,64,38,65,75,73,25,66,75,40,47,45,68,71,74,72,9,12,7,12,10,,51+2,51+2,51+2,53,51,51,51,53,52+2,52+2,52+2,57+2,58+2,58+2,58+2,57+2,68+2,67+2,67+2,67+2,68+2,69+2,71+2,71+2,71+2,69+2,17+2,https://cdn.sofifa.net/players/244/349/22_120.png,https://cdn.sofifa.net/teams/110556/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/mx.png
4508,244456,https://sofifa.com/player/244456/martin-erlic/220002,M. Erlić,Martin Erlić,CB,71,75,2400000.0,15000.0,23,1998-01-24,193,88,110741.0,Spezia,Italian Serie A,1.0,RCB,28.0,2022.0,Croatia,Right,2,2,1,Low/Medium,Normal (185+),No,56.0,33.0,49.0,51.0,71.0,73.0,31,29,72,67,33,48,32,28,62,54,55,56,42,68,45,48,60,57,82,21,75,69,31,33,49,60,70,74,72,9,9,7,13,8,,49+2,49+2,49+2,46,47,47,47,46,48+2,48+2,48+2,49+2,54+2,54+2,54+2,49+2,60+2,66+2,66+2,66+2,60+2,63+2,71+2,71+2,71+2,63+2,16+2,https://cdn.sofifa.net/players/244/456/22_120.png,https://cdn.sofifa.net/teams/110741/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/hr.png
4510,244706,https://sofifa.com/player/244706/kevin-behrens/220002,K. Behrens,Kevin Behrens,ST,71,71,1800000.0,20000.0,30,1991-02-03,184,84,1831.0,1. FC Union Berlin,German 1. Bundesliga,1.0,SUB,17.0,2024.0,Germany,Right,3,2,1,High/Medium,Stocky (170-185),No,69.0,71.0,50.0,65.0,28.0,80.0,44,74,75,57,59,64,53,33,44,64,70,69,66,72,67,75,91,82,80,62,74,24,74,54,67,64,27,20,19,12,7,6,11,7,,71,71,71,64,67,67,67,64,63+2,63+2,63+2,63+2,57+2,57+2,57+2,63+2,48+2,47+2,47+2,47+2,48+2,46+2,46+2,46+2,46+2,46+2,16+2,https://cdn.sofifa.net/players/244/706/22_120.png,https://cdn.sofifa.net/teams/1831/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png
4514,245021,https://sofifa.com/player/245021/mamadou-loum/220002,M. Loum,Mamadou Loum N'Diaye,"CDM, CM",71,80,3900000.0,7000.0,24,1996-12-30,188,80,463.0,Deportivo Alavés,Spain Primera Division,1.0,SUB,6.0,2022.0,Senegal,Right,2,2,1,Medium/High,Normal (185+),Yes,49.0,53.0,59.0,62.0,70.0,80.0,42,40,69,71,38,61,50,42,66,65,47,51,53,68,49,78,75,76,81,63,85,72,50,56,47,72,70,71,63,11,13,11,8,6,,59+2,59+2,59+2,56,59,59,59,56,60+2,60+2,60+2,58+2,65+2,65+2,65+2,58+2,64+2,70+2,70+2,70+2,64+2,64+2,71+2,71+2,71+2,64+2,16+2,https://cdn.sofifa.net/players/245/021/22_120.png,https://cdn.sofifa.net/teams/463/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/sn.png
4517,245156,https://sofifa.com/player/245156/franco-russo/220002,F. Russo,Franco Matías Russo Panos,CB,71,75,2300000.0,15000.0,26,1994-10-25,185,78,453.0,RCD Mallorca,Spain Primera Division,1.0,LCB,5.0,2024.0,Argentina,Right,3,2,1,Medium/Medium,Normal (185+),No,66.0,30.0,50.0,48.0,74.0,71.0,41,25,64,64,32,37,37,29,57,65,60,70,33,66,52,44,91,75,73,25,55,80,24,39,50,55,74,73,72,11,8,11,14,5,,47+2,47+2,47+2,46,47,47,47,46,48+2,48+2,48+2,51+2,55+2,55+2,55+2,51+2,66+2,68+2,68+2,68+2,66+2,68+2,71+2,71+2,71+2,68+2,16+2,https://cdn.sofifa.net/players/245/156/22_120.png,https://cdn.sofifa.net/teams/453/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/ar.png
4521,245741,https://sofifa.com/player/245741/jesper-lindstrom/220002,J. Lindstrøm,Jesper Grænge Lindstrøm,"CAM, CM",71,84,4600000.0,13000.0,21,2000-02-29,182,63,1824.0,Eintracht Frankfurt,German 1. Bundesliga,1.0,SUB,29.0,2026.0,Denmark,Right,3,3,1,High/Medium,Lean (170-185),No,81.0,65.0,66.0,73.0,46.0,59.0,58,68,44,71,47,71,58,51,66,72,83,79,82,64,82,64,56,70,51,65,68,40,70,69,46,69,41,55,49,11,12,14,13,8,,66+2,66+2,66+2,70,70,70,70,70,71+2,71+2,71+2,70+2,67+2,67+2,67+2,70+2,60+2,59+2,59+2,59+2,60+2,58+2,52+2,52+2,52+2,58+2,17+2,https://cdn.sofifa.net/players/245/741/22_120.png,https://cdn.sofifa.net/teams/1824/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/dk.png
4522,246350,https://sofifa.com/player/246350/enzo-le-fee/220002,E. Le Fée,Enzo Jeremy Le Fée,"CM, CAM, RM",71,81,4200000.0,9000.0,21,2000-02-03,170,58,217.0,FC Lorient,French Ligue 1,1.0,RCM,10.0,2024.0,France,Right,3,4,1,Medium/Medium,Lean (170-),No,63.0,53.0,73.0,75.0,56.0,46.0,67,48,44,77,51,75,68,68,75,77,61,64,70,64,90,56,64,63,34,56,49,60,73,74,54,74,54,59,58,8,11,14,13,10,,60+2,60+2,60+2,68,68,68,68,68,71+2,71+2,71+2,70+2,71+2,71+2,71+2,70+2,65+2,64+2,64+2,64+2,65+2,62+2,56+2,56+2,56+2,62+2,17+2,https://cdn.sofifa.net/players/246/350/22_120.png,https://cdn.sofifa.net/teams/217/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png
4525,247124,https://sofifa.com/player/247124/gideon-mensah/220002,G. Mensah,Gideon Mensah,"LB, LWB",71,78,3600000.0,13000.0,22,1998-07-18,178,64,59.0,FC Girondins de Bordeaux,French Ligue 1,1.0,LWB,14.0,2022.0,Ghana,Left,2,3,1,Medium/Medium,Lean (170-185),No,75.0,56.0,64.0,71.0,65.0,65.0,71,53,62,68,56,71,66,49,61,71,77,74,71,68,77,65,73,71,57,53,77,64,66,54,46,63,60,70,71,8,14,8,11,7,,64+2,64+2,64+2,67,66,66,66,67,65+2,65+2,65+2,68+2,65+2,65+2,65+2,68+2,69+2,66+2,66+2,66+2,69+2,69+2,66+2,66+2,66+2,69+2,16+2,https://cdn.sofifa.net/players/247/124/22_120.png,https://cdn.sofifa.net/teams/59/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/gh.png
4527,247497,https://sofifa.com/player/247497/armel-bella-kotchap/220002,A. Bella Kotchap,Armel Bella Kotchap,CB,71,85,4200000.0,8000.0,19,2001-12-11,190,87,160.0,VfL Bochum 1848,German 1. Bundesliga,1.0,RCB,37.0,2024.0,Germany,Right,5,2,1,Medium/Medium,Stocky (185+),No,76.0,25.0,50.0,47.0,71.0,74.0,31,20,67,66,24,33,22,22,64,60,73,79,55,59,60,38,76,61,85,20,64,73,29,46,33,57,68,75,69,12,14,5,8,13,,46+2,46+2,46+2,46,46,46,46,46,49+2,49+2,49+2,50+2,55+2,55+2,55+2,50+2,62+2,67+2,67+2,67+2,62+2,65+2,71+2,71+2,71+2,65+2,17+2,https://cdn.sofifa.net/players/247/497/22_120.png,https://cdn.sofifa.net/teams/160/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png
4533,248295,https://sofifa.com/player/248295/mourtada-fall/220002,M. Fall,Mourtada Fall,CB,71,71,900000.0,2000.0,33,1987-12-26,192,87,113300.0,Mumbai City FC,Indian Super League,1.0,LCB,25.0,2022.0,Senegal,Right,4,2,1,Medium/High,Normal (185+),No,63.0,36.0,48.0,46.0,70.0,83.0,35,27,74,62,30,40,38,20,56,51,60,66,43,58,39,59,87,74,91,31,71,66,39,42,39,63,70,70,69,10,13,15,15,6,,51+2,51+2,51+2,46,47,47,47,46,48+2,48+2,48+2,49+2,53+2,53+2,53+2,49+2,60+2,64+2,64+2,64+2,60+2,63+2,71,71,71,63+2,16+2,https://cdn.sofifa.net/players/248/295/22_120.png,https://cdn.sofifa.net/teams/113300/60.png,https://cdn.sofifa.net/flags/in.png,https://cdn.sofifa.net/flags/sn.png
4534,248484,https://sofifa.com/player/248484/nathan-collins/220002,N. Collins,Nathan Michael Collins,"CB, RB",71,82,3800000.0,14000.0,20,2001-04-30,193,81,1796.0,Burnley,English Premier League,1.0,SUB,22.0,2025.0,Republic of Ireland,Right,3,2,1,Medium/High,Normal (185+),No,65.0,26.0,53.0,57.0,71.0,75.0,50,24,69,65,22,56,25,25,63,61,62,68,41,65,50,36,72,73,78,19,71,71,24,39,35,63,70,73,70,9,10,6,13,9,,47+2,47+2,47+2,50,48,48,48,50,50+2,50+2,50+2,54+2,56+2,56+2,56+2,54+2,66+2,67+2,67+2,67+2,66+2,67+2,71+2,71+2,71+2,67+2,16+2,https://cdn.sofifa.net/players/248/484/22_120.png,https://cdn.sofifa.net/teams/1796/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/ie.png
4535,248550,https://sofifa.com/player/248550/daniel-vivian-moreno/220002,Vivian,Daniel Vivian Moreno,CB,71,80,3900000.0,11000.0,21,1999-07-05,183,83,448.0,Athletic Club de Bilbao,Spain Primera Division,1.0,SUB,12.0,2023.0,Spain,Right,2,2,1,High/Medium,Normal (170-185),No,68.0,38.0,53.0,57.0,72.0,74.0,44,38,72,66,46,50,28,22,66,60,67,69,65,66,71,46,82,65,76,25,76,72,28,43,67,65,71,73,68,9,8,12,10,8,,52+2,52+2,52+2,52,51,51,51,52,52+2,52+2,52+2,54+2,57+2,57+2,57+2,54+2,64+2,68+2,68+2,68+2,64+2,66+2,71+2,71+2,71+2,66+2,15+2,https://cdn.sofifa.net/players/248/550/22_120.png,https://cdn.sofifa.net/teams/448/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
4540,250954,https://sofifa.com/player/250954/chris-richards/220002,C. Richards,Christopher Jeffrey Richards,"CB, RB",71,84,4300000.0,24000.0,21,2000-03-28,188,87,10029.0,TSG Hoffenheim,German 1. Bundesliga,1.0,SUB,28.0,2022.0,United States,Right,4,2,1,Medium/Medium,Lean (185+),No,72.0,27.0,57.0,55.0,71.0,73.0,49,23,76,70,26,47,35,24,63,60,73,72,67,62,60,36,90,71,75,22,65,69,38,51,37,61,65,75,71,13,5,13,7,6,,49+2,49+2,49+2,52,50,50,50,52,54+2,54+2,54+2,56+2,58+2,58+2,58+2,56+2,66+2,67+2,67+2,67+2,66+2,68+2,71+2,71+2,71+2,68+2,14+2,https://cdn.sofifa.net/players/250/954/22_120.png,https://cdn.sofifa.net/teams/10029/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/us.png
4551,252042,https://sofifa.com/player/252042/joao-pedro-junqueira-de-jesus/220002,João Pedro,João Pedro Junqueira de Jesus,ST,71,84,4500000.0,20000.0,19,2001-09-26,182,70,1795.0,Watford,English Premier League,1.0,SUB,10.0,2025.0,Brazil,Right,4,3,1,Medium/Medium,Lean (170-185),Yes,78.0,68.0,59.0,74.0,22.0,57.0,56,71,70,64,65,75,61,33,54,73,80,76,80,71,60,68,53,70,63,61,29,14,73,63,69,70,17,19,14,7,6,10,8,14,,71+2,71+2,71+2,70,71,71,71,70,69+2,69+2,69+2,69+2,61+2,61+2,61+2,69+2,48+2,44+2,44+2,44+2,48+2,45+2,37+2,37+2,37+2,45+2,16+2,https://cdn.sofifa.net/players/252/042/22_120.png,https://cdn.sofifa.net/teams/1795/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/br.png
4554,252293,https://sofifa.com/player/252293/ismail-jakobs/220002,I. Jakobs,Ismail Joshua Jakobs,"LM, LWB",71,80,4200000.0,21000.0,21,1999-08-17,184,75,69.0,AS Monaco,French Ligue 1,1.0,SUB,14.0,2026.0,Germany,Left,3,3,1,High/High,Lean (170-185),No,86.0,58.0,58.0,73.0,61.0,69.0,65,64,54,65,41,75,44,30,49,72,88,85,74,68,68,65,54,81,67,44,65,64,64,56,39,62,60,60,63,15,8,10,7,11,,66+2,66+2,66+2,69,68,68,68,69,66+2,66+2,66+2,70+2,63+2,63+2,63+2,70+2,69+2,64+2,64+2,64+2,69+2,68+2,63+2,63+2,63+2,68+2,17+2,https://cdn.sofifa.net/players/252/293/22_120.png,https://cdn.sofifa.net/teams/69/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/de.png
4557,252961,https://sofifa.com/player/252961/tanguy-nianzou/220002,T. Nianzou,Tanguy-Austin Nianzou Kouassi,"CB, CDM",71,85,4200000.0,18000.0,19,2002-06-07,187,83,21.0,FC Bayern München,German 1. Bundesliga,1.0,SUB,23.0,2024.0,France,Right,3,2,1,Low/High,Normal (185+),Yes,69.0,37.0,55.0,62.0,71.0,74.0,37,32,72,69,37,62,41,31,66,65,70,68,55,65,56,57,77,69,77,25,70,69,36,50,42,65,70,73,68,6,14,9,8,7,,54+2,54+2,54+2,54,55,55,55,54,56+2,56+2,56+2,58+2,60+2,60+2,60+2,58+2,65+2,68+2,68+2,68+2,65+2,66+2,71+2,71+2,71+2,66+2,15+2,https://cdn.sofifa.net/players/252/961/22_120.png,https://cdn.sofifa.net/teams/21/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/fr.png
4558,253036,https://sofifa.com/player/253036/nathanael-mbuku/220002,N. Mbuku,Nathanaël Mbuku,"RM, CAM, RW",71,83,4400000.0,9000.0,19,2002-03-16,170,65,379.0,Stade de Reims,French Ligue 1,1.0,RW,11.0,2023.0,France,Left,2,3,1,High/Medium,Normal (170-),No,78.0,64.0,67.0,76.0,34.0,49.0,68,65,48,71,64,77,66,56,63,74,80,77,85,60,86,71,39,60,48,55,41,29,64,65,64,64,32,34,35,14,8,12,8,8,,65+2,65+2,65+2,71,69,69,69,71,69+2,69+2,69+2,70+2,63+2,63+2,63+2,70+2,55+2,51+2,51+2,51+2,55+2,52+2,42+2,42+2,42+2,52+2,15+2,https://cdn.sofifa.net/players/253/036/22_120.png,https://cdn.sofifa.net/teams/379/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png
4560,253177,https://sofifa.com/player/253177/yunus-musah/220002,Y. Musah,Yunus Dimoara Musah,"RM, LM, CAM",71,82,4000000.0,7000.0,18,2002-11-29,178,73,461.0,Valencia CF,Spain Primera Division,1.0,SUB,30.0,2026.0,United States,Right,3,4,1,High/Medium,Normal (170-185),No,88.0,66.0,62.0,71.0,57.0,68.0,64,62,44,68,48,74,60,40,60,73,86,89,68,57,66,77,64,73,70,73,59,59,70,59,50,63,58,57,58,15,6,14,6,10,,67+2,67+2,67+2,70,70,70,70,70,69+2,69+2,69+2,70+2,66+2,66+2,66+2,70+2,66+2,63+2,63+2,63+2,66+2,64+2,60+2,60+2,60+2,64+2,15+2,https://cdn.sofifa.net/players/253/177/22_120.png,https://cdn.sofifa.net/teams/461/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/us.png
4565,254470,https://sofifa.com/player/254470/luke-thomas/220002,L. Thomas,Luke Thomas,"LWB, LB",71,81,3900000.0,32000.0,20,2001-06-10,177,68,95.0,Leicester City,English Premier League,1.0,SUB,33.0,2024.0,England,Left,2,2,1,High/High,Lean (170-185),No,77.0,42.0,63.0,67.0,67.0,67.0,68,39,61,66,47,67,51,49,66,68,78,76,68,68,67,44,72,77,59,39,72,68,69,58,39,58,69,67,64,12,7,10,11,12,,59+2,59+2,59+2,64,62,62,62,64,63+2,63+2,63+2,67+2,65+2,65+2,65+2,67+2,69+2,67+2,67+2,67+2,69+2,69+2,66+2,66+2,66+2,69+2,17+2,https://cdn.sofifa.net/players/254/470/22_120.png,https://cdn.sofifa.net/teams/95/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-eng.png
4566,254544,https://sofifa.com/player/254544/reinier-jesus-carvalho/220002,Reinier,Reinier Jesus Carvalho,"CF, CAM",71,84,4500000.0,45000.0,19,2002-01-19,185,82,22.0,Borussia Dortmund,German 1. Bundesliga,1.0,SUB,20.0,2022.0,Brazil,Right,4,4,1,Medium/Medium,Lean (185+),No,77.0,68.0,64.0,75.0,43.0,65.0,58,68,59,67,70,77,72,55,57,74,83,72,78,68,69,72,54,69,67,64,60,31,68,70,69,74,42,47,40,13,8,13,5,11,,69+2,69+2,69+2,71,71,71,71,71,71+2,71+2,71+2,70+2,65+2,65+2,65+2,70+2,57+2,56+2,56+2,56+2,57+2,55+2,51+2,51+2,51+2,55+2,16+2,https://cdn.sofifa.net/players/254/544/22_120.png,https://cdn.sofifa.net/teams/22/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/br.png
4567,254660,https://sofifa.com/player/254660/jan-thielmann/220002,J. Thielmann,Jan Thielmann,"RM, CF",71,82,4000000.0,10000.0,19,2002-05-26,178,72,31.0,1. FC Köln,German 1. Bundesliga,1.0,RM,29.0,2024.0,Germany,Right,3,2,1,High/Medium,Normal (170-185),No,76.0,69.0,65.0,70.0,40.0,64.0,63,69,60,67,62,69,67,44,65,73,77,76,74,71,73,73,69,77,55,69,69,38,67,66,63,56,44,30,38,15,7,13,11,14,,69+2,69+2,69+2,70,70,70,70,70,69+2,69+2,69+2,70+2,65+2,65+2,65+2,70+2,58+2,56+2,56+2,56+2,58+2,56+2,50+2,50+2,50+2,56+2,18+2,https://cdn.sofifa.net/players/254/660/22_120.png,https://cdn.sofifa.net/teams/31/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png
4570,255223,https://sofifa.com/player/255223/amine-adli/220002,A. Adli,Amine Adli,ST,71,83,4600000.0,23000.0,21,2000-05-10,174,60,32.0,Bayer 04 Leverkusen,German 1. Bundesliga,1.0,SUB,31.0,2026.0,France,Left,3,2,1,Medium/Medium,Lean (170-185),No,84.0,72.0,64.0,74.0,35.0,52.0,61,75,63,70,58,75,70,52,59,74,85,84,76,64,80,75,41,66,53,66,36,24,70,63,68,68,34,35,35,10,8,14,8,12,,71+2,71+2,71+2,72,72,72,72,72,71+2,71+2,71+2,71+2,64+2,64+2,64+2,71+2,55+2,50+2,50+2,50+2,55+2,53+2,44+2,44+2,44+2,53+2,16+2,https://cdn.sofifa.net/players/255/223/22_120.png,https://cdn.sofifa.net/teams/32/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/fr.png
4579,257713,https://sofifa.com/player/257713/gianluca-frabotta/220002,G. Frabotta,Gianluca Frabotta,"LWB, LB, LM",71,81,4000000.0,30000.0,22,1999-06-24,187,70,206.0,Hellas Verona,Italian Serie A,1.0,SUB,30.0,2022.0,Italy,Left,3,2,1,Medium/Medium,Lean (185+),No,70.0,55.0,68.0,68.0,66.0,68.0,74,50,59,73,59,69,63,43,67,73,70,70,61,63,57,59,53,67,73,63,59,60,58,61,43,60,64,73,73,8,6,14,12,8,,62+2,62+2,62+2,66,64,64,64,66,66+2,66+2,66+2,67+2,67+2,67+2,67+2,67+2,69+2,68+2,68+2,68+2,69+2,69+2,67+2,67+2,67+2,69+2,15+2,https://cdn.sofifa.net/players/257/713/22_120.png,https://cdn.sofifa.net/teams/206/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/it.png
4588,261987,https://sofifa.com/player/261987/antonio-blanco-conde/220002,Blanco,Antonio Blanco Conde,"CM, CDM",71,83,4500000.0,51000.0,20,2000-07-23,176,68,243.0,Real Madrid CF,Spain Primera Division,1.0,RES,27.0,2022.0,Spain,Right,3,4,1,High/Medium,Normal (170-185),No,61.0,56.0,67.0,66.0,62.0,58.0,46,55,49,75,37,65,56,65,73,70,63,59,61,68,57,52,61,69,53,64,58,69,67,75,60,73,60,70,46,11,7,13,12,9,,60+2,60+2,60+2,64,65,65,65,64,68+2,68+2,68+2,65+2,71+2,71+2,71+2,65+2,63+2,67+2,67+2,67+2,63+2,62+2,61+2,61+2,61+2,62+2,16+2,https://cdn.sofifa.net/players/261/987/22_120.png,https://cdn.sofifa.net/teams/243/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
4591,263230,https://sofifa.com/player/263230/milutin-osmajic/220002,M. Osmajić,Milutin Osmajić,"ST, LM, RM",71,81,4200000.0,15000.0,21,1999-07-25,185,76,1968.0,Cádiz CF,Spain Primera Division,1.0,SUB,29.0,2024.0,Montenegro,Right,5,3,1,Medium/Medium,Stocky (185+),No,76.0,70.0,60.0,65.0,39.0,71.0,64,74,72,63,58,66,56,49,57,65,79,74,55,70,75,74,68,65,74,63,70,30,73,59,63,59,35,38,34,14,15,14,12,8,,71+2,71+2,71+2,68,69,69,69,68,66+2,66+2,66+2,67+2,61+2,61+2,61+2,67+2,54+2,52+2,52+2,52+2,54+2,53+2,51+2,51+2,51+2,53+2,19+2,https://cdn.sofifa.net/players/263/230/22_120.png,https://cdn.sofifa.net/teams/1968/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/me.png
4636,178418,https://sofifa.com/player/178418/federico-peluso/220002,F. Peluso,Federico Peluso,"CB, LB",70,70,275000.0,11000.0,37,1984-01-20,188,82,111974.0,U.S. Sassuolo Calcio,Italian Serie A,1.0,SUB,13.0,2022.0,Italy,Left,3,2,2,Medium/Medium,Lean (185+),No,49.0,49.0,58.0,59.0,73.0,67.0,68,41,76,62,31,59,69,47,62,60,49,49,55,66,46,65,67,59,72,57,65,70,50,38,48,71,74,72,72,9,5,4,6,4,,57+2,57+2,57+2,55,55,55,55,55,54+2,54+2,54+2,56+2,58+2,58+2,58+2,56+2,65+2,65+2,65+2,65+2,65+2,66+2,70,70,70,66+2,13+2,https://cdn.sofifa.net/players/178/418/22_120.png,https://cdn.sofifa.net/teams/111974/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/it.png
4696,193077,https://sofifa.com/player/193077/diego-falcinelli/220002,D. Falcinelli,Diego Falcinelli,ST,70,70,1600000.0,18000.0,30,1991-06-26,186,75,189.0,Bologna,Italian Serie A,1.0,SUB,92.0,2022.0,Italy,Left,3,3,1,High/Low,Lean (185+),No,65.0,69.0,52.0,70.0,23.0,64.0,32,71,70,64,65,70,45,33,54,72,67,64,70,68,63,70,69,62,72,64,45,20,72,58,65,69,20,15,15,6,12,7,5,14,,70,70,70,65,68,68,68,65,67+2,67+2,67+2,63+2,60+2,60+2,60+2,63+2,44+2,45+2,45+2,45+2,44+2,41+2,40+2,40+2,40+2,41+2,16+2,https://cdn.sofifa.net/players/193/077/22_120.png,https://cdn.sofifa.net/teams/189/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/it.png
4722,197777,https://sofifa.com/player/197777/jacopo-sala/220002,J. Sala,Jacopo Sala,"RB, RM, LB",70,70,1400000.0,10000.0,29,1991-12-05,181,75,110741.0,Spezia,Italian Serie A,1.0,SUB,7.0,2022.0,Italy,Right,4,3,1,High/Medium,Lean (170-185),No,67.0,60.0,68.0,69.0,68.0,69.0,70,50,60,70,68,68,67,66,66,72,64,70,68,68,71,72,70,66,68,68,74,70,64,66,62,66,68,70,67,10,12,8,5,5,,64+2,64+2,64+2,66,66,66,66,66,67+2,67+2,67+2,67+2,68+2,68+2,68+2,67+2,69+1,69+1,69+1,69+1,69+1,68+2,68+2,68+2,68+2,68+2,15+2,https://cdn.sofifa.net/players/197/777/22_120.png,https://cdn.sofifa.net/teams/110741/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/it.png
4730,198554,https://sofifa.com/player/198554/anthony-ujah/220002,A. Ujah,Anthony Ujah,ST,70,70,1600000.0,18000.0,30,1990-10-14,180,81,1831.0,1. FC Union Berlin,German 1. Bundesliga,1.0,RES,11.0,2022.0,Nigeria,Right,4,3,2,Medium/Medium,Normal (170-185),No,64.0,70.0,54.0,68.0,33.0,67.0,48,70,79,60,59,69,54,43,53,65,65,64,66,70,66,81,92,54,75,63,58,38,69,52,67,71,20,29,23,10,11,15,15,7,,70,70,70,64,67,67,67,64,63+2,63+2,63+2,62+2,58+2,58+2,58+2,62+2,48+2,48+2,48+2,48+2,48+2,46+2,48+2,48+2,48+2,46+2,17+2,https://cdn.sofifa.net/players/198/554/22_120.png,https://cdn.sofifa.net/teams/1831/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/ng.png
4737,198836,https://sofifa.com/player/198836/vincent-pajot/220002,V. Pajot,Vincent Pajot,"CM, CDM",70,70,1500000.0,11000.0,30,1990-08-19,180,70,68.0,FC Metz,French Ligue 1,1.0,SUB,14.0,2022.0,France,Right,3,2,1,Medium/Medium,Lean (170-185),No,53.0,58.0,70.0,69.0,70.0,69.0,65,52,71,75,47,69,56,54,71,70,63,45,66,71,69,64,82,67,65,66,80,69,65,72,59,70,69,71,70,9,11,16,16,11,,64+2,64+2,64+2,66,66,66,66,66,68+2,68+2,68+2,67+2,70,70,70,67+2,68+2,71-1,71-1,71-1,68+2,68+2,70,70,70,68+2,18+2,https://cdn.sofifa.net/players/198/836/22_120.png,https://cdn.sofifa.net/teams/68/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png
