,sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_contract_valid_until,nationality_name,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_flag_url
7505,173165,https://sofifa.com/player/173165/nicola-ravaglia/220002,N. Ravaglia,Nicola Ravaglia,GK,67,67,500000.0,5000.0,32,1988-12-12,184,84,1837.0,U.C. Sampdoria,Italian Serie A,1.0,SUB,30.0,2022.0,Italy,Right,2,1,1,Medium/Medium,Normal (170-185),No,,,,,,,14,10,11,35,12,16,11,16,42,21,29,31,39,65,28,45,33,18,55,11,19,15,6,60,32,49,16,9,10,64,65,60,66,69,30.0,24+2,24+2,24+2,25,27,27,27,25,31+2,31+2,31+2,27+2,32+2,32+2,32+2,27+2,22+2,28+2,28+2,28+2,22+2,21+2,22+2,22+2,22+2,21+2,66+1,https://cdn.sofifa.net/players/173/165/22_120.png,https://cdn.sofifa.net/teams/1837/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/it.png
7745,209957,https://sofifa.com/player/209957/jakob-busk/220002,J. Busk,Jakob Busk Jensen,GK,67,68,875000.0,7000.0,27,1993-09-12,189,88,1831.0,1. FC Union Berlin,German 1. Bundesliga,1.0,RES,12.0,2022.0,Denmark,Right,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,11,10,10,24,18,15,12,12,22,15,45,42,30,66,56,49,56,33,64,14,20,29,12,58,12,26,14,12,14,69,62,65,65,70,44.0,26+2,26+2,26+2,25,27,27,27,25,28+2,28+2,28+2,27+2,28+2,28+2,28+2,27+2,25+2,27+2,27+2,27+2,25+2,25+2,26+2,26+2,26+2,25+2,66+2,https://cdn.sofifa.net/players/209/957/22_120.png,https://cdn.sofifa.net/teams/1831/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/dk.png
8262,240751,https://sofifa.com/player/240751/gaetan-poussin/220002,G. Poussin,Gaëtan Poussin,GK,67,75,2000000.0,5000.0,22,1999-01-13,184,85,59.0,FC Girondins de Bordeaux,French Ligue 1,1.0,SUB,16.0,2023.0,France,Right,2,1,1,Medium/Medium,Normal (170-185),No,,,,,,,12,7,14,29,9,13,13,11,22,17,17,25,22,57,46,48,58,22,59,6,21,10,7,24,16,51,7,12,14,68,66,64,67,66,20.0,22+2,22+2,22+2,19,21,21,21,19,21+2,21+2,21+2,20+2,22+2,22+2,22+2,20+2,19+2,22+2,22+2,22+2,19+2,19+2,22+2,22+2,22+2,19+2,66+2,https://cdn.sofifa.net/players/240/751/22_120.png,https://cdn.sofifa.net/teams/59/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png
8269,240913,https://sofifa.com/player/240913/caoimhin-kelleher/220002,C. Kelleher,Caoimhin Kelleher,GK,67,79,2200000.0,17000.0,22,1998-11-23,188,74,9.0,Liverpool,English Premier League,1.0,SUB,62.0,2022.0,Republic of Ireland,Right,3,1,1,Medium/Medium,Lean (185+),Yes,,,,,,,13,6,13,32,9,10,12,11,36,14,41,38,42,63,48,50,68,19,54,8,21,12,4,31,14,40,18,10,14,67,63,67,64,70,40.0,23+2,23+2,23+2,22,23,23,23,22,24+2,24+2,24+2,23+2,25+2,25+2,25+2,23+2,22+2,25+2,25+2,25+2,22+2,22+2,23+2,23+2,23+2,22+2,66+2,https://cdn.sofifa.net/players/240/913/22_120.png,https://cdn.sofifa.net/teams/9/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/ie.png
8274,241179,https://sofifa.com/player/241179/cristian-rivero-sabater/220002,Cristian Rivero,Cristian Rivero Sabater,GK,67,76,2000000.0,7000.0,23,1998-03-21,188,75,461.0,Valencia CF,Spain Primera Division,1.0,RES,25.0,2024.0,Spain,Right,3,1,1,Medium/Medium,Lean (185+),No,,,,,,,14,7,10,22,9,8,11,14,23,17,25,29,38,62,40,47,65,23,55,8,24,15,6,34,18,47,14,10,11,71,60,62,62,73,27.0,22+2,22+2,22+2,19,21,21,21,19,22+2,22+2,22+2,21+2,23+2,23+2,23+2,21+2,20+2,23+2,23+2,23+2,20+2,20+2,22+2,22+2,22+2,20+2,66+2,https://cdn.sofifa.net/players/241/179/22_120.png,https://cdn.sofifa.net/teams/461/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
8540,255151,https://sofifa.com/player/255151/simon-ngapandouetnbu/220002,S. Ngapandouetnbu,Simon Brady Ngapandouetnbu,GK,67,77,1800000.0,1000.0,18,2003-04-12,180,74,219.0,Olympique de Marseille,French Ligue 1,1.0,RES,1.0,2022.0,Cameroon,Right,3,1,1,Medium/Medium,Lean (170-185),Yes,,,,,,,11,7,10,20,6,7,11,10,26,19,28,15,36,40,43,49,59,26,55,6,18,6,5,31,11,28,6,10,13,72,68,65,66,72,23.0,19+2,19+2,19+2,17,18,18,18,17,19+2,19+2,19+2,18+2,20+2,20+2,20+2,18+2,16+2,19+2,19+2,19+2,16+2,16+2,18+2,18+2,18+2,16+2,66+2,https://cdn.sofifa.net/players/255/151/22_120.png,https://cdn.sofifa.net/teams/219/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/cm.png
8597,259065,https://sofifa.com/player/259065/arnau-tenas-urena/220002,Arnau Tenas,Arnau Tenas Ureña,GK,67,81,2100000.0,16000.0,20,2001-05-30,185,85,241.0,FC Barcelona,Spain Primera Division,1.0,RES,36.0,2023.0,Spain,Right,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,14,5,12,22,5,6,10,18,21,35,47,42,56,64,45,51,64,21,38,9,23,7,7,42,15,22,6,13,15,65,69,68,66,64,45.0,25+2,25+2,25+2,25,26,26,26,25,27+2,27+2,27+2,25+2,26+2,26+2,26+2,25+2,22+2,23+2,23+2,23+2,22+2,23+2,21+2,21+2,21+2,23+2,66+2,https://cdn.sofifa.net/players/259/065/22_120.png,https://cdn.sofifa.net/teams/241/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
8605,259532,https://sofifa.com/player/259532/joan-garcia-pons/220002,Joan García,Joan García Pons,GK,67,83,2400000.0,3000.0,20,2001-05-04,192,77,452.0,RCD Espanyol de Barcelona,Spain Primera Division,1.0,RES,34.0,2025.0,Spain,Right,3,1,1,Medium/Medium,Lean (185+),No,,,,,,,13,6,12,30,7,12,12,12,25,20,45,40,43,65,42,50,67,35,55,9,24,13,6,45,18,50,7,13,14,66,67,66,65,67,43.0,25+2,25+2,25+2,24,26,26,26,24,27+2,27+2,27+2,26+2,27+2,27+2,27+2,26+2,24+2,25+2,25+2,25+2,24+2,24+2,23+2,23+2,23+2,24+2,66+2,https://cdn.sofifa.net/players/259/532/22_120.png,https://cdn.sofifa.net/teams/452/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
8715,183513,https://sofifa.com/player/183513/jens-grahl/220002,J. Grahl,Jens Grahl,GK,66,66,425000.0,6000.0,32,1988-09-22,193,91,1824.0,Eintracht Frankfurt,German 1. Bundesliga,1.0,SUB,31.0,2024.0,Germany,Right,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,19,12,13,22,11,12,11,10,20,23,41,48,44,64,43,44,58,39,79,13,33,23,13,32,21,55,20,13,12,70,60,58,63,70,44.0,28+2,28+2,28+2,25,26,26,26,25,25+2,25+2,25+2,26+2,25+2,25+2,25+2,26+2,27+2,27+2,27+2,27+2,27+2,27+2,29+2,29+2,29+2,27+2,65+1,https://cdn.sofifa.net/players/183/513/22_120.png,https://cdn.sofifa.net/teams/1824/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png
8744,188836,https://sofifa.com/player/188836/jason-steele/220002,J. Steele,Jason Steele,GK,66,66,575000.0,11000.0,30,1990-08-18,188,79,1808.0,Brighton & Hove Albion,English Premier League,1.0,RES,23.0,2023.0,England,Right,3,1,1,Medium/Medium,Normal (185+),Yes,,,,,,,11,15,28,53,12,12,19,15,45,36,34,36,36,59,44,53,56,29,55,12,39,11,13,40,24,52,10,18,14,64,66,70,67,64,35.0,31+2,31+2,31+2,28,31,31,31,28,33+2,33+2,33+2,31+2,35+2,35+2,35+2,31+2,26+2,32+2,32+2,32+2,26+2,26+2,28+2,28+2,28+2,26+2,65+1,https://cdn.sofifa.net/players/188/836/22_120.png,https://cdn.sofifa.net/teams/1808/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-eng.png
8940,210366,https://sofifa.com/player/210366/niklas-lomb/220002,N. Lomb,Niklas Lomb,GK,66,66,650000.0,9000.0,27,1993-07-28,186,84,32.0,Bayer 04 Leverkusen,German 1. Bundesliga,1.0,RES,36.0,2022.0,Germany,Right,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,15,17,15,26,15,14,17,13,32,20,38,39,47,64,40,50,65,40,68,11,27,17,5,27,14,37,16,12,16,68,59,66,62,70,38.0,27+2,27+2,27+2,24,25,25,25,24,25+2,25+2,25+2,25+2,26+2,26+2,26+2,25+2,25+2,27+2,27+2,27+2,25+2,25+2,26+2,26+2,26+2,25+2,65+1,https://cdn.sofifa.net/players/210/366/22_120.png,https://cdn.sofifa.net/teams/32/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png
9107,225395,https://sofifa.com/player/225395/jokin-ezkieta-mendiburu/220002,Ezkieta,Jokin Ezkieta Mendiburu,GK,66,71,1000000.0,5000.0,24,1996-08-17,193,80,448.0,Athletic Club de Bilbao,Spain Primera Division,1.0,RES,13.0,2023.0,Spain,Right,3,1,1,Medium/Medium,Lean (185+),No,,,,,,,16,12,17,28,15,17,16,19,27,19,41,49,36,65,45,49,57,41,64,14,25,20,15,30,24,33,13,17,15,65,64,65,67,66,44.0,28+2,28+2,28+2,26,27,27,27,26,26+2,26+2,26+2,27+2,27+2,27+2,27+2,27+2,27+2,27+2,27+2,27+2,27+2,27+2,27+2,27+2,27+2,27+2,65+2,https://cdn.sofifa.net/players/225/395/22_120.png,https://cdn.sofifa.net/teams/448/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
9290,235266,https://sofifa.com/player/235266/christian-fruchtl/220002,C. Früchtl,Christian Früchtl,GK,66,76,1700000.0,8000.0,21,2000-01-28,193,84,21.0,FC Bayern München,German 1. Bundesliga,1.0,SUB,36.0,2022.0,Germany,Left,2,1,1,Medium/Medium,Normal (185+),Yes,,,,,,,10,11,11,29,9,13,15,14,25,17,25,23,26,49,23,50,40,19,63,8,26,11,6,24,13,22,16,10,13,69,65,67,65,68,24.0,23+2,23+2,23+2,19,21,21,21,19,21+2,21+2,21+2,20+2,22+2,22+2,22+2,20+2,19+2,22+2,22+2,22+2,19+2,18+2,22+2,22+2,22+2,18+2,65+2,https://cdn.sofifa.net/players/235/266/22_120.png,https://cdn.sofifa.net/teams/21/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png
9311,236378,https://sofifa.com/player/236378/alessandro-plizzari/220002,A. Plizzari,Alessandro Plizzari,GK,66,79,1800000.0,5000.0,21,2000-03-11,187,73,47.0,AC Milan,Italian Serie A,1.0,RES,77.0,2023.0,Italy,Right,3,1,1,Medium/Medium,Lean (185+),No,,,,,,,13,5,20,36,17,21,15,19,26,23,45,37,57,47,33,44,63,25,54,19,16,13,6,35,15,53,16,20,13,68,68,59,62,72,42.0,25+2,25+2,25+2,25,25,25,25,25,28+2,28+2,28+2,26+2,27+2,27+2,27+2,26+2,24+2,25+2,25+2,25+2,24+2,24+2,25+2,25+2,25+2,24+2,65+2,https://cdn.sofifa.net/players/236/378/22_120.png,https://cdn.sofifa.net/teams/47/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/it.png
9454,242242,https://sofifa.com/player/242242/sebastien-cibois/220002,S. Cibois,Sébastien Cibois,GK,66,72,1100000.0,3000.0,23,1998-03-02,192,83,378.0,Stade Brestois 29,French Ligue 1,1.0,RES,16.0,2022.0,France,Right,3,1,1,Medium/Medium,Normal (185+),Yes,,,,,,,11,8,10,28,9,14,14,10,23,25,36,30,31,59,54,50,59,30,65,10,20,15,10,30,15,48,8,11,10,67,64,66,61,71,34.0,25+2,25+2,25+2,23,25,25,25,23,25+2,25+2,25+2,24+2,25+2,25+2,25+2,24+2,22+2,24+2,24+2,24+2,22+2,21+2,23+2,23+2,23+2,21+2,65+2,https://cdn.sofifa.net/players/242/242/22_120.png,https://cdn.sofifa.net/teams/378/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png
9496,244340,https://sofifa.com/player/244340/rok-vodisek/220002,R. Vodišek,Rok Vodišek,GK,66,76,1700000.0,3000.0,22,1998-12-05,188,83,110556.0,Genoa,Italian Serie A,1.0,RES,90.0,2022.0,Slovenia,Right,3,1,1,Medium/Medium,Lean (185+),No,,,,,,,11,7,11,19,6,12,12,10,18,12,48,46,44,62,35,46,62,16,62,5,17,11,6,35,17,50,8,14,13,68,62,61,63,69,47.0,23+2,23+2,23+2,22,23,23,23,22,22+2,22+2,22+2,22+2,21+2,21+2,21+2,22+2,20+2,20+2,20+2,20+2,20+2,21+2,22+2,22+2,22+2,21+2,65+2,https://cdn.sofifa.net/players/244/340/22_120.png,https://cdn.sofifa.net/teams/110556/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/si.png
9497,244364,https://sofifa.com/player/244364/gabriel-resende-brazao/220002,Gabriel Brazão,Gabriel Nascimento Resende Brazão,GK,66,76,1600000.0,10000.0,20,2000-10-05,192,85,44.0,Inter,Italian Serie A,1.0,RES,91.0,2024.0,Brazil,Right,4,1,1,Medium/Medium,Normal (185+),No,,,,,,,12,6,13,25,6,10,13,12,26,13,26,31,34,63,26,45,37,24,73,6,18,11,7,34,18,30,12,11,11,65,63,60,66,70,28.0,23+2,23+2,23+2,19,21,21,21,19,22+2,22+2,22+2,21+2,23+2,23+2,23+2,21+2,20+2,23+2,23+2,23+2,20+2,20+2,23+2,23+2,23+2,20+2,65+2,https://cdn.sofifa.net/players/244/364/22_120.png,https://cdn.sofifa.net/teams/44/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/br.png
9806,53739,https://sofifa.com/player/53739/lee-grant/220002,L. Grant,Lee Grant,GK,65,65,80000.0,11000.0,38,1983-01-27,193,83,11.0,Manchester United,English Premier League,1.0,RES,13.0,2022.0,England,Right,4,1,1,Medium/Medium,Normal (185+),Yes,,,,,,,19,17,14,43,15,11,17,19,40,34,41,37,48,60,53,52,70,25,71,19,42,26,14,50,20,54,20,13,19,65,67,69,64,63,39.0,31+2,31+2,31+2,30,31,31,31,30,34+2,34+2,34+2,31+2,35+2,35+2,35+2,31+2,29+2,34+2,34+2,34+2,29+2,28+2,31+2,31+2,31+2,28+2,64+1,https://cdn.sofifa.net/players/053/739/22_120.png,https://cdn.sofifa.net/teams/11/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-eng.png
9808,116314,https://sofifa.com/player/116314/david-martin/220002,D. Martin,David Edward Martin,GK,65,65,80000.0,7000.0,35,1986-01-22,188,86,19.0,West Ham United,English Premier League,1.0,RES,25.0,2022.0,England,Right,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,18,15,18,33,14,16,13,19,27,30,42,36,59,64,40,50,60,38,70,14,28,15,13,44,15,60,15,12,12,65,62,66,65,64,40.0,30+2,30+2,30+2,29,30,30,30,29,31+2,31+2,31+2,30+2,31+2,31+2,31+2,30+2,26+2,29+2,29+2,29+2,26+2,26+2,27+2,27+2,27+2,26+2,64+1,https://cdn.sofifa.net/players/116/314/22_120.png,https://cdn.sofifa.net/teams/19/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-eng.png
9976,203824,https://sofifa.com/player/203824/remi-matthews/220002,R. Matthews,Remi Matthews,GK,65,67,650000.0,9000.0,27,1994-02-10,192,78,1799.0,Crystal Palace,English Premier League,1.0,RES,31.0,2023.0,England,Right,3,1,1,Medium/Medium,Lean (185+),No,,,,,,,11,15,15,35,16,22,14,19,39,27,44,47,49,58,39,47,64,29,66,20,24,15,7,39,22,34,12,15,17,65,62,63,64,66,45.0,29+2,29+2,29+2,28,29,29,29,28,31+2,31+2,31+2,29+2,31+2,31+2,31+2,29+2,26+2,29+2,29+2,29+2,26+2,25+2,26+2,26+2,26+2,25+2,64+2,https://cdn.sofifa.net/players/203/824/22_120.png,https://cdn.sofifa.net/teams/1799/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-eng.png
10203,223082,https://sofifa.com/player/223082/will-norris/220002,W. Norris,Will Norris,GK,65,67,650000.0,6000.0,27,1993-08-12,195,81,1796.0,Burnley,English Premier League,1.0,RES,25.0,2023.0,England,Left,3,1,1,Medium/Medium,Lean (185+),Yes,,,,,,,11,10,11,30,12,12,17,18,34,20,40,49,35,61,51,45,58,36,60,10,20,21,13,43,16,49,9,16,17,67,62,60,63,67,44.0,26+2,26+2,26+2,25,26,26,26,25,28+2,28+2,28+2,27+2,29+2,29+2,29+2,27+2,26+2,28+2,28+2,28+2,26+2,26+2,25+2,25+2,25+2,26+2,64+2,https://cdn.sofifa.net/players/223/082/22_120.png,https://cdn.sofifa.net/teams/1796/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-eng.png
10440,235633,https://sofifa.com/player/235633/yehvann-diouf/220002,Y. Diouf,Yehvann Diouf,GK,65,77,1500000.0,3000.0,21,1999-11-16,184,74,379.0,Stade de Reims,French Ligue 1,1.0,SUB,16.0,2023.0,France,Right,3,1,1,Medium/Medium,Lean (170-185),No,,,,,,,13,8,14,35,7,12,12,13,30,15,45,44,35,54,38,46,62,44,52,8,26,15,6,46,11,44,12,11,16,65,65,61,67,66,45.0,24+2,24+2,24+2,23,25,25,25,23,27+2,27+2,27+2,26+2,28+2,28+2,28+2,26+2,25+2,26+2,26+2,26+2,25+2,25+2,23+2,23+2,23+2,25+2,64+2,https://cdn.sofifa.net/players/235/633/22_120.png,https://cdn.sofifa.net/teams/379/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png
10448,236028,https://sofifa.com/player/236028/javier-diaz-sanchez/220002,Javi Díaz,Javier Díaz Sánchez,GK,65,73,1400000.0,4000.0,24,1997-05-15,182,75,481.0,Sevilla FC,Spain Primera Division,1.0,RES,31.0,2022.0,Spain,Right,3,1,1,Medium/Medium,Lean (170-185),No,,,,,,,13,15,12,28,8,25,20,23,27,24,58,57,63,60,45,49,68,30,47,19,23,17,16,44,25,32,15,11,14,67,61,65,63,68,58.0,29+2,29+2,29+2,31,31,31,31,31,32+2,32+2,32+2,31+2,29+2,29+2,29+2,31+2,26+2,26+2,26+2,26+2,26+2,26+2,24+2,24+2,24+2,26+2,64+2,https://cdn.sofifa.net/players/236/028/22_120.png,https://cdn.sofifa.net/teams/481/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
10499,238186,https://sofifa.com/player/238186/marcin-bulka/220002,M. Bułka,Marcin Bułka,GK,65,76,1400000.0,8000.0,21,1999-10-04,199,90,72.0,OGC Nice,French Ligue 1,1.0,SUB,1.0,2022.0,Poland,Right,2,1,1,Medium/Medium,Normal (185+),Yes,,,,,,,12,8,10,28,5,11,13,14,27,15,28,25,42,59,28,47,43,30,70,7,25,11,8,38,18,42,15,10,14,65,61,62,60,72,27.0,23+2,23+2,23+2,20,22,22,22,20,23+2,23+2,23+2,22+2,25+2,25+2,25+2,22+2,21+2,24+2,24+2,24+2,21+2,20+2,23+2,23+2,23+2,20+2,64+2,https://cdn.sofifa.net/players/238/186/22_120.png,https://cdn.sofifa.net/teams/72/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/pl.png
10535,240212,https://sofifa.com/player/240212/danijel-petkovic/220002,D. Petković,Danijel Petković,GK,65,68,650000.0,5000.0,28,1993-05-25,197,90,1530.0,Angers SCO,French Ligue 1,1.0,SUB,30.0,2022.0,Montenegro,Right,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,13,5,10,29,6,8,10,11,26,13,39,44,34,53,21,48,34,20,73,6,21,6,6,25,19,54,9,12,10,66,64,64,66,66,41.0,23+2,23+2,23+2,20,21,21,21,20,21+2,21+2,21+2,21+2,21+2,21+2,21+2,21+2,20+2,21+2,21+2,21+2,20+2,20+2,21+2,21+2,21+2,20+2,64+2,https://cdn.sofifa.net/players/240/212/22_120.png,https://cdn.sofifa.net/teams/1530/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/me.png
10687,245865,https://sofifa.com/player/245865/stefan-bajic/220002,S. Bajic,Stefan Bajic,GK,65,79,1500000.0,2000.0,19,2001-12-23,191,84,1819.0,AS Saint-Étienne,French Ligue 1,1.0,SUB,1.0,2022.0,France,Right,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,9,5,12,24,8,7,12,11,20,18,28,20,35,58,42,44,55,29,41,9,21,10,5,43,11,25,5,12,9,65,64,59,63,66,25.0,20+2,20+2,20+2,19,21,21,21,19,22+2,22+2,22+2,20+2,24+2,24+2,24+2,20+2,19+2,21+2,21+2,21+2,19+2,18+2,19+2,19+2,19+2,18+2,64+2,https://cdn.sofifa.net/players/245/865/22_120.png,https://cdn.sofifa.net/teams/1819/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png
10940,258466,https://sofifa.com/player/258466/leo-roman-riquelme/220002,Leo Román,Leonardo Román Riquelme,GK,65,79,1500000.0,3000.0,21,2000-07-01,185,78,453.0,RCD Mallorca,Spain Primera Division,1.0,RES,31.0,2024.0,Spain,Right,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,12,12,12,20,10,11,11,12,20,10,50,50,51,60,48,52,61,44,61,10,22,11,10,50,15,40,12,13,12,65,64,69,62,66,50.0,25+2,25+2,25+2,24,25,25,25,24,25+2,25+2,25+2,25+2,25+2,25+2,25+2,25+2,23+2,23+2,23+2,23+2,23+2,23+2,23+2,23+2,23+2,23+2,64+2,https://cdn.sofifa.net/players/258/466/22_120.png,https://cdn.sofifa.net/teams/453/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
10943,258534,https://sofifa.com/player/258534/diego-jose-conde-alcolado/220002,Diego Conde,Diego José Conde Alcolado,GK,65,77,1500000.0,4000.0,22,1998-10-28,187,83,1860.0,Getafe CF,Spain Primera Division,1.0,RES,27.0,2024.0,Spain,Right,3,1,1,Medium/Medium,Lean (185+),No,,,,,,,15,11,14,22,13,15,22,20,25,18,44,41,58,63,38,47,66,31,62,9,21,14,11,38,21,43,14,9,13,62,58,63,69,68,43.0,26+2,26+2,26+2,25,25,25,25,25,26+2,26+2,26+2,25+2,25+2,25+2,25+2,25+2,23+2,24+2,24+2,24+2,23+2,23+2,23+2,23+2,23+2,23+2,64+2,https://cdn.sofifa.net/players/258/534/22_120.png,https://cdn.sofifa.net/teams/1860/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
11059,52326,https://sofifa.com/player/52326/eldin-jakupovic/220002,E. Jakupović,Eldin Jakupović,GK,64,64,60000.0,8000.0,36,1984-10-02,191,85,95.0,Leicester City,English Premier League,1.0,RES,35.0,2022.0,Switzerland,Right,2,1,1,Medium/Medium,Normal (185+),Yes,,,,,,,11,12,12,39,15,11,11,14,34,22,27,31,37,59,45,48,65,31,59,11,45,24,11,52,22,62,14,12,11,64,66,64,64,60,29.0,25+2,25+2,25+2,24,27,27,27,24,29+2,29+2,29+2,26+2,31+2,31+2,31+2,26+2,24+2,30+2,30+2,30+2,24+2,23+2,27+2,27+2,27+2,23+2,63+1,https://cdn.sofifa.net/players/052/326/22_120.png,https://cdn.sofifa.net/teams/95/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/ch.png
11061,118794,https://sofifa.com/player/118794/andy-lonergan/220002,A. Lonergan,Andrew Lonergan,GK,64,64,60000.0,7000.0,37,1983-10-19,192,87,7.0,Everton,English Premier League,1.0,RES,31.0,2022.0,England,Left,1,1,1,Medium/Medium,Normal (185+),No,,,,,,,12,14,15,29,15,11,12,14,27,24,40,41,50,63,42,39,66,28,56,13,28,12,8,32,16,30,14,15,14,63,62,52,65,66,40.0,26+2,26+2,26+2,25,25,25,25,25,26+2,26+2,26+2,25+2,26+2,26+2,26+2,25+2,24+2,26+2,26+2,26+2,24+2,24+2,25+2,25+2,25+2,24+2,63+1,https://cdn.sofifa.net/players/118/794/22_120.png,https://cdn.sofifa.net/teams/7/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-eng.png
11177,198132,https://sofifa.com/player/198132/david-oberhauser/220002,D. Oberhauser,David Oberhauser,GK,64,65,450000.0,3000.0,30,1990-11-29,185,83,68.0,FC Metz,French Ligue 1,1.0,RES,1.0,2023.0,France,Right,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,10,9,9,38,10,10,18,12,33,14,49,47,54,52,41,47,62,42,43,8,16,25,11,18,22,43,12,13,12,66,64,62,65,62,48.0,24+2,24+2,24+2,23,23,23,23,23,24+2,24+2,24+2,25+2,25+2,25+2,25+2,25+2,26+2,26+2,26+2,26+2,26+2,25+2,23+2,23+2,23+2,25+2,63+2,https://cdn.sofifa.net/players/198/132/22_120.png,https://cdn.sofifa.net/teams/68/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png
11264,210676,https://sofifa.com/player/210676/wladimiro-falcone/220002,W. Falcone,Wladimiro Falcone,GK,64,69,675000.0,3000.0,26,1995-04-12,195,85,1837.0,U.C. Sampdoria,Italian Serie A,1.0,SUB,33.0,2024.0,Italy,Right,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,17,19,13,25,13,13,16,12,26,20,26,28,33,47,34,49,43,28,62,20,15,8,5,35,29,44,6,11,16,65,64,65,64,68,27.0,25+2,25+2,25+2,22,23,23,23,22,24+2,24+2,24+2,22+2,24+2,24+2,24+2,22+2,20+2,21+2,21+2,21+2,20+2,19+2,20+2,20+2,20+2,19+2,63+2,https://cdn.sofifa.net/players/210/676/22_120.png,https://cdn.sofifa.net/teams/1837/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/it.png
